Name,Sponsors,University,Sport,PageNumber
Eleanor Winants,Barstool Sports,Wake Forest University,Field Hockey,206
Brett Gardner,Barstool Sports,North Carolina State University,Cross Country,206
Reese Sharp,Barstool Sports,Indiana University,Baseball,206
Will Milewski,Barstool Sports,Bryant University,Lacrosse,207
Sheridan Schreiber,Barstool Sports,Texas Christian University,Swimming and Diving,207
Riley Hofmann,Barstool Sports,Eastern Michigan University,Swimming and Diving,207
Brian Gaffney,Barstool Sports,Indiana University,Baseball,207
Grant Willower,Barstool Sports,Florida State University,Lacrosse,207
Sara Nielsen,Barstool Sports,University of Kansas,Volleyball,207
Meagan Brown,Barstool Sports,Palm Beach Atlantic University,Soccer,207
Hailee Jantorno,Barstool Sports,Marist College,Softball,207
Dominic Rossetti,Barstool Sports,Columbia University,Wrestling,207
Tyler Leach,Barstool Sports,High Point University,Baseball,207
Trent Hidlay,Barstool Sports,North Carolina State University,Wrestling,207
Cameron Whitacre,Barstool Sports,Furman University,Soccer,207
Mady Aulbach,Barstool Sports,Youngstown State University,Basketball,207
Natalie Snodgrass,Barstool Sports,University of Connecticut,Ice Hockey,207
Elana Webber,Barstool Sports,University of Nebraska-Lincoln,Soccer,207
CC Bowlby,Barstool Sports,Dartmouth College,Ice Hockey,207
Aidan Rafferty,Barstool Sports,Indiana University,Football,207
James Pogorelc,Barstool Sports,Stanford University,Football,207
Hayden Leatherwood,Barstool Sports,University of Mississippi,Baseball,207
Lauren Joyce,Barstool Sports,Loyola University Maryland,Swimming and Diving,207
Max LeBlanc,Barstool Sports,University of Massachusetts Amherst,Baseball,208
David Judge,Barstool Sports,Florida International University,Baseball,208
Skylor Hilger,Barstool Sports,DePaul University,Softball,208
Morgan Leigh Oldham,Barstool Sports,Auburn University,Gymnastics,208
Mari Kraus,Barstool Sports,University of South Carolina,Swimming and Diving,208
Logan Ward,Barstool Sports,Oklahoma State University-Stillwater,Football,208
Laura Gouvin,Barstool Sports,Boston College,Soccer,208
Kate Krueger,Barstool Sports,Iona College,Lacrosse,208
Jacob Nolan,Barstool Sports,Binghamton University,Wrestling,208
Coleman Crozier,Barstool Sports,University of Florida,Football,208
Ellie Maransky,Barstool Sports,Georgetown University,Field Hockey,208
Taylor Dobles,Barstool Sports,Louisiana State University,Soccer,208
Dylan Trombley,Barstool Sports,State University of New York at Oneonta,Basketball,208
James Cardinale,Barstool Sports,Hofstra University,Baseball,208
Emma Evanko,Barstool Sports,Butler University,Lacrosse,208
Brady Pohl,Barstool Sports,Oklahoma State University-Stillwater,Football,208
Sarah Bailitz,Barstool Sports,University of Dayton,Softball,208
Amber Dombrowski,Barstool Sports,West Virginia University,Track and Field,208
Brady Gaudette,Barstool Sports,University of Maine,Ice Hockey,208
Katherine Mendenhall,Barstool Sports,Bowling Green State University,Track and Field,208
Chevez Goodwin,Barstool Sports,University of Southern California,Basketball,209
Skyler Spetter,Barstool Sports,Butler University,Football,209
Emma Pascarella,Barstool Sports,Rutgers University,Soccer,209
Taylor Roberts,Barstool Sports,Florida State University,Golf,209
Matt Choi,Barstool Sports,Monmouth University,Baseball,209
Sebastian Abedi,Barstool Sports,University of Illinois at Urbana-Champaign,Gymnastics,209
Grace Riddle,Barstool Sports,Ohio University,Swimming and Diving,209
Ellie Chaffee,Barstool Sports,Xavier University,Volleyball,209
MJ Schwab,Barstool Sports,Lehigh University,Field Hockey,209
Abigail Nebot,Barstool Sports,Butler University,Swimming and Diving,209
Jack Adams,Barstool Sports,University of Notre Dame,Ice Hockey,209
Taylor Moncman,Barstool Sports,Temple University,Lacrosse,209
Elle Dahlgren,Barstool Sports,University of Kansas,Track and Field,209
Rebecca Findley,Barstool Sports,University of Maine,Softball,209
Ally Repko,Barstool Sports,Virginia Tech,Softball,209
Joe Shimko,Barstool Sports,North Carolina State University,Football,209
Hannah James,Barstool Sports,Murray State University,Softball,209
Regan Berb,Barstool Sports,Ohio University,Soccer,209
Michael Wellman,Barstool Sports,Butler University,Football,209
Nick Campana,Barstool Sports,Monmouth University,Baseball,209
Patrick Gurd,Barstool Sports,The Ohio State University,Football,210
Joel Honigford,Barstool Sports,University of Michigan,Football,210
Lilly Gentzkow,Barstool Sports,University of Iowa,Golf,210
Bella Feldmann,Barstool Sports,Elon University,Lacrosse,210
Andrew Daragjati,Barstool Sports,Bryant University,Football,210
Allyn French,Barstool Sports,Merrimack College,Lacrosse,210
Porter Hedenberg,Barstool Sports,University of Evansville,Soccer,210
Viviana Bocanegra,Barstool Sports,Merrimack College,Softball,210
Lindsey Schreiber,Barstool Sports,Butler University,Lacrosse,210
Billy Kopicki,Barstool Sports,Miami University,Baseball,210
Cameron Jones,Barstool Sports,University of Northern Iowa,Track and Field,210
Chris Knight,Barstool Sports,George Washington University,Baseball,210
Cody Lamb,Barstool Sports,University of Cincinnati,Football,210
Marisa Lee,Barstool Sports,Binghamton University,Swimming and Diving,210
Pat Nolan,Barstool Sports,University of Michigan,Wrestling,210
Nicole Suppelsa,Barstool Sports,Boise State University,Golf,210
Jacob Vitale,Barstool Sports,University of Vermont,Soccer,210
Matt Linden,Barstool Sports,Bucknell University,Lacrosse,210
Pat O'Reilly,Barstool Sports,University of Massachusetts Amherst,Football,210
Darby D'Angelo,Barstool Sports,Siena College,Soccer,210
Tyler Frierson,Barstool Sports,University of Memphis,Basketball,211
Amira Young,Barstool Sports,University of Minnesota,Track and Field,211
Evan Stewart,Barstool Sports,University of Rhode Island,Football,211
Will Bugliari,Barstool Sports,Colgate University,Soccer,211
Maddie Anderson,Barstool Sports,Saint Joseph's University,Soccer,211
Sam Wustefeld,Barstool Sports,Columbia University,Wrestling,211
Chloe Peterson,Barstool Sports,Binghamton University,Swimming and Diving,211
Ava Therien,Barstool Sports,Loyola University Maryland,Basketball,211
Luke Pacher,Barstool Sports,Manhattan College,Lacrosse,211
Maddie Cleary,Barstool Sports,University of North Texas,Basketball,211
Monica Hebner,Barstool Sports,University of Texas at Austin,Cross Country,211
Stefan Copetti,Barstool Sports,Marist College,Soccer,211
Benjamin Hermiston,Barstool Sports,Florida Gulf Coast University,Cross Country,211
Lainey Stephenson,Barstool Sports,Wright State University,Volleyball,211
Austin Johnson,Barstool Sports,Birmingham-Southern College,Lacrosse,211
Ryan Hampe,Barstool Sports,University of Illinois at Urbana-Champaign,Baseball,211
Caitlin Curmode,Barstool Sports,The Citadel,Soccer,211
Elle Hartje,Barstool Sports,Yale University,Ice Hockey,211
Fletcher Tynen,Barstool Sports,Boston University,Basketball,211
Jordan Williams,Barstool Sports,Pennsylvania State University,Cross Country,211
Colin Enz,Barstool Sports,University of Wisconsin-Madison,Track and Field,212
Riley Evans,Barstool Sports,Saint Joseph's University,Lacrosse,212
Andrew Caples,Barstool Sports,University of Richmond,Lacrosse,212
Taylor Nuncio,Barstool Sports,University of Cincinnati,Soccer,212
Hayleigh Simpson,Barstool Sports,Drexel University,Lacrosse,212
Mark Anselmi,Barstool Sports,University of Pennsylvania,Track and Field,212
Samuel Garringer,Barstool Sports,Clemson University,Cross Country,212
Will MacKinnon,Barstool Sports,University of New Hampshire,Ice Hockey,212
Matt Vinci,Barstool Sports,Northwestern University,Wrestling,212
Youssef Said,Barstool Sports,University of Georgia,Swimming and Diving,212
Brandon Oldham,Barstool Sports,University of North Texas,Football,212
Mark Adamiak,Barstool Sports,University of Arkansas,Baseball,212
Adam Strouf,Barstool Sports,Auburn University,Cross Country,212
Emma Key,Barstool Sports,Dartmouth College,Softball,212
Courtney Moane,Barstool Sports,Binghamton University,Swimming and Diving,212
Donovon Ball,Barstool Sports,Pennsylvania State University,Wrestling,212
Mark Calleja,Barstool Sports,University of South Florida,Basketball,212
Austin Yant,Barstool Sports,University of Northern Iowa,Wrestling,212
Zac Stanley,Barstool Sports,Butler University,Track and Field,212
Evan Brown,Barstool Sports,University of Tennessee at Chattanooga,Football,212
Nick Martinski,Barstool Sports,Ball State University,Volleyball,213
Theron Schilling,Barstool Sports,Villanova University,Baseball,213
Noor Abdellatif,Barstool Sports,University of Illinois at Urbana-Champaign,Track and Field,213
Cormac Giblin,Barstool Sports,Mount St. Mary's University,Lacrosse,213
Belle Mastropietro,Barstool Sports,Temple University,Lacrosse,213
Alicia Galasso,Barstool Sports,Quinnipiac University,Field Hockey,213
John King Jr.,Barstool Sports,University of New Hampshire,Track and Field,213
Jamison Gaskins,Barstool Sports,Towson University,Lacrosse,213
Pat Harper,Barstool Sports,University of Tennessee,Tennis,213
Dexter Carter Jr.,Barstool Sports,Georgia Southern University,Football,213
Faith Jarvis,Barstool Sports,East Carolina University,Softball,213
Julian Steinhausen,Barstool Sports,Southern Methodist University,Tennis,213
Ila Angermeier,Barstool Sports,Ohio University,Volleyball,213
Ben Sinnott,Barstool Sports,Kansas State University,Football,213
Ryan Sheppard,Barstool Sports,Seton Hall University,Baseball,213
Amanda Limon,Barstool Sports,University of San Diego,Softball,213
John Guaimano,Barstool Sports,Rutgers University,Football,213
Simone Overbeck,Barstool Sports,University of Arizona,Volleyball,213
Nick Martini,Barstool Sports,Wagner College,Lacrosse,213
Blake Kasday,Barstool Sports,University of San Diego,Tennis,213
Nate Ferguson,Barstool Sports,Drake University,Basketball,214
Matthew Russell,Barstool Sports,East Carolina University,Cross Country,214
Alex Schwedt,Barstool Sports,Duke University,Track and Field,214
Kayla Kielbasa,Barstool Sports,Butler University,Lacrosse,214
Michael DÃ­az,Barstool Sports,"California State University, Fullerton",Soccer,214
Conner Fingar,Barstool Sports,"University at Albany, SUNY",Lacrosse,214
Zoey Jones,Barstool Sports,Florida Atlantic University,Softball,214
Jake Butler,Barstool Sports,University of Minnesota,Swimming and Diving,214
Krista Baumgartner,Barstool Sports,University of Wisconsin-Madison,Cross Country,214
Luke Carden,Barstool Sports,Drexel University,Lacrosse,214
Chase Gordon,Barstool Sports,"University of California, Berkeley",Cross Country,214
Emily McKenna,Barstool Sports,St. Bonaventure University,Softball,214
Brooke Stonehouse,Barstool Sports,University of Toledo,Soccer,214
Maddie Diab,Barstool Sports,Iowa State University,Gymnastics,214
Sam Rainwater,Barstool Sports,Oral Roberts University,Baseball,214
Alec Ogden,Barstool Sports,Middle Tennessee State University,Football,214
Christian Emmerich,Barstool Sports,College of the Holy Cross,Golf,214
Daxton Tinker,Barstool Sports,Houston Baptist University,Baseball,214
Riley Tirotta,Barstool Sports,University of Dayton,Baseball,214
Taylor Ambrosio,Barstool Sports,High Point University,Lacrosse,214
Trevor Fagan,Barstool Sports,Sacred Heart University,Baseball,215
Lydia Werlau,Barstool Sports,Sacred Heart University,Lacrosse,215
Lauren Elwell,Barstool Sports,University of Delaware,Soccer,215
Amelia Horton,Barstool Sports,Florida State University,Soccer,215
Brendan Bobo,Barstool Sports,"California State University, Fullerton",Baseball,215
Emma Carey,Barstool Sports,University of Delaware,Rowing,215
Cole Simpson,Barstool Sports,The Citadel,Baseball,215
Jordyn Allen,Barstool Sports,University of Rhode Island,Soccer,215
Zane Davis,Barstool Sports,University of Arkansas at Little Rock,Wrestling,215
Eli Barry,Barstool Sports,Santa Clara University,Basketball,215
Jacob Kelly,Barstool Sports,University of North Carolina at Chapel Hill,Lacrosse,215
Cody McKimens,Barstool Sports,William Jewell College,Football,215
Caleb Powell,Barstool Sports,University of North Carolina at Wilmington,Soccer,215
Jack Herceg,Barstool Sports,Miami University,Golf,215
Emma Roe,Barstool Sports,Wagner College,Soccer,215
Riley Walz,Barstool Sports,Western Kentucky University,Baseball,215
Kaylie Milton,Barstool Sports,Jacksonville State University,Volleyball,215
Cole Palchak,Barstool Sports,University of Vermont,Skiing,215
Carley Hudspeth,Barstool Sports,University of Central Arkansas,Basketball,215
Damon Maynard,Barstool Sports,University of South Carolina Upstate,Baseball,215
Mackenzie Morano,Barstool Sports,Long Island University,Soccer,216
Paxton Thompson,Barstool Sports,University of North Carolina at Charlotte,Baseball,216
Tristan Ikpe,Barstool Sports,Sam Houston State University,Basketball,216
Matthew Baxter,Barstool Sports,Indiana University - Purdue University Indianapolis,Golf,216
Isabelle Schaefer,Barstool Sports,University of North Carolina at Chapel Hill,Gymnastics,216
Alex Nicastro,Barstool Sports,Bradley University,Soccer,216
Will Stack,Barstool Sports,College of William & Mary,Soccer,216
Jillian Schumacher,Barstool Sports,University of Massachusetts Lowell,Lacrosse,216
Brady Elms,Barstool Sports,Western Carolina University,Football,216
Brett Bebej,Barstool Sports,Indiana University,Soccer,216
Olivia Sokol,Barstool Sports,Yale University,Lacrosse,216
Millan Henegar,Barstool Sports,Denison University,Cross Country,216
Bobby Jones,Barstool Sports,Towson University,Ice Hockey,216
Grace Ware,Barstool Sports,Manhattan College,Softball,216
Hunter Nourzad,Barstool Sports,Cornell University,Football,216
Corey Miley,Barstool Sports,Saint Mary's College of California,Baseball,216
Kiana Mack,Barstool Sports,University of Alabama at Birmingham,Volleyball,216
Maggie Connolly,Barstool Sports,Princeton University,Basketball,216
Alejandro Rodriguez-Vidal,Barstool Sports,Duquesne University,Tennis,216
Jonny Russell,Barstool Sports,Brown University,Ice Hockey,216
Ellen Kiessling-Wales,Barstool Sports,Sacred Heart University,Swimming and Diving,217
Amber Saxon,Barstool Sports,Bowling Green State University,Swimming and Diving,217
Bryce Stai,Barstool Sports,Ohio University,Football,217
Brody Butler,Barstool Sports,Middle Tennessee State University,Football,217
